District code,State name,District name,Population,Male,Female,Literate,Male_Literate,Female_Literate,SC,Male_SC,Female_SC,ST,Male_ST,Female_ST,Workers,Male_Workers,Female_Workers,Main_Workers,Marginal_Workers,Non_Workers,Cultivator_Workers,Agricultural_Workers,Household_Workers,Other_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Religion_Not_Stated,LPG_or_PNG_Households,Housholds_with_Electric_Lighting,Households_with_Internet,Households_with_Computer,Rural_Households,Urban_Households,Households,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Other_Education,Literate_Education,Illiterate_Education,Total_Education,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Age not stated,Households_with_Bicycle,Households_with_Car_Jeep_Van,Households_with_Radio_Transistor,Households_with_Scooter_Motorcycle_Moped,Households_with_Telephone_Mobile_Phone_Landline_only,Households_with_Telephone_Mobile_Phone_Mobile_only,Households_with_TV_Computer_Laptop_Telephone_mobile_phone_and_Scooter_Car,Households_with_Television,Households_with_Telephone_Mobile_Phone,Households_with_Telephone_Mobile_Phone_Both,Condition_of_occupied_census_houses_Dilapidated_Households,Households_with_separate_kitchen_Cooking_inside_house,Having_bathing_facility_Total_Households,Having_latrine_facility_within_the_premises_Total_Households,Ownership_Owned_Households,Ownership_Rented_Households,Type_of_bathing_facility_Enclosure_without_roof_Households,Type_of_fuel_used_for_cooking_Any_other_Households,Type_of_latrine_facility_Pit_latrine_Households,Type_of_latrine_facility_Other_latrine_Households,Type_of_latrine_facility_Night_soil_disposed_into_open_drain_Households,Type_of_latrine_facility_Flush_pour_flush_latrine_connected_to_other_system_Households,Not_having_bathing_facility_within_the_premises_Total_Households,Not_having_latrine_facility_within_the_premises_Alternative_source_Open_Households,Main_source_of_drinking_water_Un_covered_well_Households,Main_source_of_drinking_water_Handpump_Tubewell_Borewell_Households,Main_source_of_drinking_water_Spring_Households,Main_source_of_drinking_water_River_Canal_Households,Main_source_of_drinking_water_Other_sources_Households,Main_source_of_drinking_water_Other_sources_Spring_River_Canal_Tank_Pond_Lake_Other_sources__Households,Location_of_drinking_water_source_Near_the_premises_Households,Location_of_drinking_water_source_Within_the_premises_Households,Main_source_of_drinking_water_Tank_Pond_Lake_Households,Main_source_of_drinking_water_Tapwater_Households,Main_source_of_drinking_water_Tubewell_Borehole_Households,Household_size_1_person_Households,Household_size_2_persons_Households,Household_size_1_to_2_persons,Household_size_3_persons_Households,Household_size_3_to_5_persons_Households,Household_size_4_persons_Households,Household_size_5_persons_Households,Household_size_6_8_persons_Households,Household_size_9_persons_and_above_Households,Location_of_drinking_water_source_Away_Households,Married_couples_1_Households,Married_couples_2_Households,Married_couples_3_Households,Married_couples_3_or_more_Households,Married_couples_4_Households,Married_couples_5__Households,Married_couples_None_Households,Power_Parity_Less_than_Rs_45000,Power_Parity_Rs_45000_90000,Power_Parity_Rs_90000_150000,Power_Parity_Rs_45000_150000,Power_Parity_Rs_150000_240000,Power_Parity_Rs_240000_330000,Power_Parity_Rs_150000_330000,Power_Parity_Rs_330000_425000,Power_Parity_Rs_425000_545000,Power_Parity_Rs_330000_545000,Power_Parity_Above_Rs_545000,Total_Power_Parity
106,ASSAM,Pubaaraa,2006082,353888,536821,2243232,1371363,13235,56244,110679,233582,84631,301,7642,652293,643380,135622,754510,406871,1025838,277554,307761,13310,367839,491972,100834,29227,1579,191,4293,15,3103,91522,236635,2947,47284,391070,481667,433619,778224,224136,715815,40139,144888,212961,4635,808367,87751,1064129,73591,390701,210325,15046,10252,4989,110704,64515,925,295900,139,50524,81722,34986,12024,852657,70218,122385,511166,15924,13455,1355,10021,2869,70,681,455067,239790,996,211965,126,4400,858,23243,168486,48510,664,130517,78649,22112,13424,24600,49727,298156,177304,17570,335324,16534,10336,312707,178709,1845,15141,6298,468,75571,713,542,176,236,69,2,251,118,1154,14,72,624
634,KERALA,Jiminhrr,807485,1136399,2218756,120568,375218,410388,150,0,27,784,73894,21658,266619,546218,19317,476031,2718,1051309,96113,33188,29701,103390,1973357,148003,1610,12430,2483,126,83,29534,12462,336061,319,1912,221663,109545,225803,14254,131305,152428,29550,131653,816713,1990,1567636,313583,1057549,1325007,513145,249038,5890,361579,19658,23109,59734,12136,56876,14741,161086,381838,20716,27715,530474,291946,26777,582441,4390,56548,397,152709,1332,1933,18886,111439,250427,9398,78508,1530,1194,553,4002,158430,35836,812,44326,38580,3290,26978,74927,42964,148824,293264,68488,80874,40801,52176,150702,1668,9187,16161,88,373,2923,345,1290,935,964,276,189,459,51,332,327,188,3602
539,UTTAR PRADESH,Vajter,1027238,1490122,2145187,5247208,986482,655837,198263,213947,321534,322431,1880,342864,1293248,182202,279832,21408,16064,1683017,147936,6505,11264,439570,2387467,358031,49616,857,2590,392,36,408,9150,765540,1728,68686,373434,185000,23221,90978,258931,113780,205489,105151,3069,14813,888295,45498,1617123,1576594,1062240,153742,2542,205946,25248,27607,499186,98928,16971,6277,29437,392883,51199,18451,309035,11281,64240,498760,46969,95155,18,20739,2491,1857,4413,217308,20938,4171,104861,829,1370,5640,12201,30949,184866,488,28883,25990,7753,23663,32392,23309,859027,18259,36694,342195,22981,46205,574375,158384,3928,13262,9703,165,71626,224,1149,675,1520,79,532,4733,159,1110,128,125,3293
196,JHARKHAND,Parwarpa,1631932,75593,359028,127587,308673,293515,459155,97611,57335,716,303371,213732,2216072,489343,107555,446324,33278,73484,92346,903855,33769,526860,970694,931814,31533,462,7166,3248,49,845,141025,283565,4535,29317,541830,21903,311329,411227,1115345,278383,412578,20444,117163,71776,1856639,1011307,229028,97570,232604,71713,30685,227743,5664,10335,26108,152,280502,2424,1151793,23469,59592,15646,423745,185348,63443,1292219,89694,167881,1012,59709,293,76,3918,9136,115723,17935,202897,912,7801,36766,26731,39420,139465,481,71768,5474,23086,3806,43798,38885,10455,39750,15015,106975,46551,49775,157683,24599,43935,3936,2688,117,10695,45,1079,727,2099,167,21,88,10,6,44,18,347
530,WEST BENGAL,Mojialna,347416,794724,25870,2428742,788563,978065,1065,145336,87485,178531,20594,59751,264837,186347,10159,1767230,88538,44194,728579,1859,8265,91669,1322786,274862,2995,874,265739,258,2,4154,140643,136977,1990,34983,33839,110707,1056629,109073,113973,161682,585829,41372,94961,16160,522315,90370,3002887,746980,31659,232456,430,107784,1564,40959,69610,3141,18828,4281,860690,65115,10482,7173,265287,376102,972069,115457,13171,141383,242,6447,829,2269,6057,296612,224256,58418,35335,1727,189,2044,9597,145792,39019,56,14783,195289,3824,90385,20994,35400,42123,23559,34044,55952,4762,12152,574645,54788,6275,86531,135,1189,35365,1111,298,1017,1864,178,253,37,250,906,142,52,27144
24,HIMACHAL PRADESH,Muski,1496740,774129,471828,345837,173130,179335,246190,104440,0,32021,319,276,416502,339371,66862,526924,3587,723297,108853,67511,31393,94965,2260769,403523,20211,181,492,22107,52,2479,18011,705304,175,15358,289689,30650,406369,4728,212940,108024,175730,160259,45027,239,1131061,987091,1347526,1012596,924277,583411,82103,30500,1189,94039,150422,11082,100282,941,16337,122485,2010,20244,297181,863540,414928,696867,7439,104724,685,5839,1584,25,2893,511982,299003,68466,142215,651,2463,6014,27364,58344,11510,902,382827,18133,9123,36869,13580,23928,6558,36313,14909,128669,94616,100249,387527,23078,4882,5710,7334,80,53254,135,95,533,1265,84,423,956,200,77,39,85,584
141,ANDHRA PRADESH,Pemahp,725594,1351756,535935,71336,36057,392592,406634,120758,168482,133117,528173,737,492777,373823,260532,435278,84753,1037348,78870,297315,53144,313707,16150,187072,245,1531,101,22918,103,70,26771,197907,1857,24999,151849,261858,99577,519831,474938,203422,157907,121295,85049,49451,1835957,1950416,1876433,690301,241801,176501,1518,96770,18778,19418,31687,20198,2954,6420,50027,168687,4330,14919,512897,10869,495000,182908,4691,30746,204,24667,348,712,5341,206725,7379,640,192455,1050,2065,4607,3705,362196,27133,220,204797,10224,10218,1243,47999,35409,10722,44676,29979,151963,36221,89421,330888,42385,13160,40275,563,518,96863,167,1590,780,1122,80,9,656,148,5,21,1744,5025
495,MADHYA PRADESH,Tnrutgr,1319784,179686,1700926,728436,188573,968079,104016,167655,28008,532729,13789,312577,566565,406573,268724,279562,100789,1612300,479687,6814,26243,23570,796815,15336,41628,1331,1200,182,63009,976,38829,195149,22758,8302,783795,110454,508490,137802,515349,7084,221756,71455,67036,3099,1938671,30036,1086247,864345,21011,18425,9244,95997,6638,453738,7481,2316,296597,20041,49862,198829,634,18663,499187,19095,212510,116224,1287,75335,5170,257887,501,223,4795,345713,186916,31473,1071,52,942,6394,14464,17528,103864,155,10315,3767,2692,55759,36957,42377,22826,2124,26934,55725,1717,38789,142933,24393,18512,19220,3019,565,75832,9,590,2315,231,398,158,180,33,29,86,43,985
244,ANDHRA PRADESH,Dhrkppgh,3149876,1107520,444699,1116026,281381,308948,836400,56819,584,25839,3407,8559,460388,815354,288250,250446,85378,713515,194793,135918,8045,129762,2217859,92646,4559,2514,90,7190,75,36692,39795,107247,724,45189,299990,23871,315724,60284,21801,75837,273301,86217,64729,21621,355240,666202,2650760,935473,548182,91026,463,111891,7921,70018,22331,15462,208123,1121,66801,7813,9398,523,102079,46050,254629,277550,86452,154277,370,7513,31223,252,7090,202772,240300,31350,10074,372,5083,927,9555,104798,343942,18706,17411,21318,10192,54252,2027,53417,182546,8590,23335,51842,62988,3340,216998,86775,13139,19375,125,48,79074,52,922,1915,1728,28,433,362,480,41,158,9,391
108,JAMMU AND KASHMIR,Katnhprr,822819,486631,269566,895696,96679,663374,54900,145181,349938,1135977,2006,58780,101019,149396,188697,185008,362219,906796,116004,72411,1614,82998,399645,303853,85570,158,191,2232,8,3064,98448,184003,3390,1703,233203,24709,19842,250058,703435,248593,78002,419681,60802,31829,1048367,174115,1074360,2401730,750677,300100,40204,225525,22500,226138,91641,3511,59354,9068,13205,103965,3163,20761,133764,75085,312836,214072,19064,172159,6,16128,631,3681,2941,49709,248032,8935,183327,917,83,5131,4513,152521,10498,698,195782,13370,7558,13197,41114,61388,189586,47684,136273,100254,1880,111585,348943,99645,9694,12852,2458,210,52866,361,797,785,1604,49,441,356,59,361,116,20,4368
306,HIMACHAL PRADESH,Firasau,2879893,3754952,1744126,1078154,431955,701021,182989,0,79847,2059,80023,3416,581948,329301,65307,225916,357937,1364812,143703,1037302,16940,294166,115047,2681,611,215,178,6682,2,2610,65780,98315,15905,24249,722813,16030,455755,145386,335331,38206,328670,186312,129371,3527,638751,1170145,2413518,1563495,657162,593787,20901,233760,303,73207,115611,2824,481256,129079,125639,346757,33952,3055,117156,59783,416866,134798,5618,24896,407,29806,255,343,999,14342,69543,9343,64493,272,50,728,7570,108161,200375,387,337420,1513,413,34206,84708,17839,114328,14915,153593,55653,18514,63305,32363,46493,13877,727,2735,1680,32519,316,1492,395,799,211,519,803,3,294,926,8,1331
8,WEST BENGAL,Monhuan,1000730,1960053,1228083,1448184,1440967,1015363,143,285201,135911,3703,118020,603675,539748,342457,203649,1537599,94380,1662472,323241,560537,6778,223078,2061218,4915,246,1157,188,41543,91068,169,2358,31149,3525,21724,347526,113872,603214,216084,155563,130104,76087,198268,74593,25046,2416639,65040,2043378,1921709,605631,189224,1225,129073,131079,64296,90363,30615,119441,4341,54280,341722,23061,325,373985,244872,145635,343642,210995,1350,77,2884,3763,1374,4936,495622,31830,18611,1185,2665,1478,13666,3757,264326,144421,404,123298,12920,2558,11829,28214,9339,18954,96665,82139,103690,56884,35810,184972,22960,11414,7453,282,33,19783,142,1984,58,1995,587,55,297,372,43,20,589,1571
627,UTTAR PRADESH,Finanand,1494872,1783493,1196587,1500166,493278,588582,560747,110147,10929,0,1952,613276,729628,674361,231104,282895,25497,2603191,228550,12973,34583,1273587,1122545,61078,6530,17335,93,542,236,8285,198707,42358,3100,85098,460241,4351,1882953,311363,488458,100850,142623,338607,1788,1947,1179385,1049637,612738,695917,662594,626297,822,84908,7359,42507,3669,22069,449642,1880,481682,166726,19779,25063,715861,144892,582736,725357,178508,91699,196,29945,4884,32,1120,92689,409094,33636,217798,44,1472,4079,27899,57801,527043,19556,20855,164,14838,2726,115615,13488,542945,294977,77871,88842,84594,27053,126455,22646,2110,81110,8639,162,54496,450,162,2228,810,83,1,21,101,46,232,20,1544
8,BIHAR,Balukpp,4373435,1118037,1130841,206487,1208483,825027,621993,0,38583,69417,226741,33834,229967,28422,180092,704747,134316,1076277,147708,162214,15163,525818,1570965,325638,31007,253,284152,12721,13557,2443,3911,593681,1610,34516,691555,358705,1006473,232367,330619,181415,287582,132952,71104,25691,1357473,1473821,92647,2801433,1001784,174008,26216,162493,9916,26800,73159,1421,535185,5353,55620,586127,4334,2683,611462,115926,101181,559889,21862,48592,1874,5570,1073,1516,9491,156711,294149,44026,432409,55,2694,5192,2229,142780,203280,3795,48598,4328,10911,10626,31954,11688,750509,13257,27563,141370,40274,101266,274727,146990,34842,20094,86,231,2764,132,327,1466,1225,204,550,49,93,10,321,350,2873
520,MADHYA PRADESH,Rastiaa,1381237,681412,1934487,2770639,587132,14742,338611,277407,107743,341642,16279,11730,118672,30638,33571,468606,149716,1061391,455772,186562,20477,87751,9493,90079,3374,15760,518,31,40770,4836,326226,41674,360,6030,2204,2803,527678,60726,201713,66392,217292,62500,188072,3900,1258352,434709,3965592,1436952,1059077,15329,1218,137409,7326,81004,25298,5445,233149,207,190390,275808,5045,22687,225571,796583,153681,7154,35253,48973,123,12843,4156,4298,17734,250265,8283,48534,114,44,475,1016,390,237286,108583,1990,6569,3287,12392,1553,17596,1325,68015,1785,59858,50669,19283,54308,79211,99566,13939,5887,11849,9,179371,768,1547,154,658,82,209,73,194,53,720,238,49
184,BIHAR,Dhtaasathul,1008510,73278,500812,145842,202660,597610,0,169774,11,24475,20295,330,220026,33831,210731,241041,435790,289161,61940,355107,12155,246265,854502,572164,12226,174614,1736,376,76149,949,227595,62386,11780,54431,256359,46676,305623,190153,288613,677189,520388,213547,64803,616,2406423,651236,2065519,415248,228259,264611,2323,108,11303,46241,1695,9868,90970,11507,19960,653089,10919,13345,264456,48369,18715,347643,426492,23584,91,4164,822,759,5932,34519,439243,45925,385779,97,342,223,984,8847,639571,20370,102018,1043,20184,2044,1597,98228,126811,71301,38517,216780,20847,52900,52066,50400,14693,2142,2647,606,72851,156,301,91,524,39,22,45,105,32,384,10,5573
397,UTTAR PRADESH,Jarsari,4032406,2888685,895483,4958717,2028867,429949,255949,364,39447,715459,11407,35,626799,592234,106104,170005,148109,376643,132404,39804,33538,217801,6940,269382,830,408,1096,28973,24317,1206,36105,315337,2794,6079,257853,35326,466820,348760,470365,56838,79271,414908,22264,25332,170342,555956,2483501,595460,297816,233861,286,513582,6110,51901,26990,16711,181319,16983,34941,11428,3575,10911,237616,453112,44227,393370,22340,33551,21,3925,4599,161,1792,288847,132809,42682,105413,91,1880,519,6162,212827,100833,311,33205,27954,23261,67547,9128,23425,69091,78611,179004,7877,93703,160664,44878,21830,4038,5529,1089,22,56117,231,1722,515,1023,669,61,380,27,6,13,33,5826
634,RAJASTHAN,Pdrniaud,1692663,678557,457362,366958,348530,426936,878629,133580,0,1013,415,36388,940999,367230,172105,263207,33132,1010806,84088,105385,12458,240807,381446,393280,77356,78110,2014,2457,18,2526,614106,338883,1508,8658,729549,114226,2051355,331363,597774,261505,693456,509611,363363,10848,612618,556451,775546,1858866,350991,104521,2274,11783,4675,73271,81365,61174,45222,2965,24812,13742,260,23015,331679,148769,886335,79708,109269,117738,259,42951,501,214,972,201319,563,1019,245901,6345,14653,35319,41024,5066,51965,415,130158,42188,11872,79561,20396,36453,5679,100837,36877,17073,45590,42504,278353,22680,1309,21592,4077,833,46856,21,1280,538,2855,609,80,546,64,396,31,47,1107
419,MANIPUR,Ainlar,2293585,57182,545096,625004,581476,396509,158874,1271,41020,12620,22154,96877,307920,1020555,7365,698733,81722,1228894,298665,282099,71164,161562,3993175,5588,27058,7420,806,2785,359,4805,57056,44589,86,18157,212339,123216,296955,788676,528413,232086,287736,118089,49984,10811,1176155,36322,1424156,541697,24603,15043,674,246941,13013,104250,1657,2505,253949,7912,461541,332541,65795,33013,280338,73084,64247,732929,136885,25418,150,44628,224,6282,2068,44819,144679,100252,104294,10712,90,5540,2947,355887,95500,1201,63378,16095,20135,15768,104753,41443,183915,32540,55478,82351,34024,80251,460709,66149,11192,597,633,7233,51004,130,1453,563,347,134,106,373,588,258,521,309,3256
167,ASSAM,Juiabra,1058088,420890,1566715,1628597,926144,159734,397295,289158,475539,497756,13165,18839,854202,172968,199776,618332,65522,598558,52461,592307,92453,280979,1579794,16690,6351,98936,293,13160,65,1608,149065,73378,5244,24747,164111,887788,365877,136466,265513,580274,117909,87199,18982,8034,1766776,1049922,2435990,874524,614362,8397,81676,115567,1990,41406,46478,11783,9744,2124,130969,731609,1264,20339,706899,283647,44216,784407,4689,99625,2460,82997,26,9675,37367,111516,5850,78834,9939,11171,10906,6971,44603,196933,39571,1272,99296,88967,33852,22900,50285,4675,200004,13597,57502,34217,12842,7428,190551,23731,8944,20286,447,489,51470,553,1315,42,1685,49,68,264,212,94,146,662,249
582,BIHAR,Sitdhg,2591868,1468694,680492,686616,227388,1003234,143587,563861,84234,336845,252232,73417,483419,310487,865303,414292,596859,503378,18789,40721,69362,65641,2543140,509254,4758,1161,246,179,298,2113,68298,268468,20174,45742,61194,290797,449315,285457,329671,1289903,254090,39406,1383,5177,1043221,1512440,5708003,1540456,243926,348305,2535,108,6919,25387,12803,34816,56995,338,45757,217621,2743,28589,53354,149779,27069,220609,7768,106370,23,1438,717,479,2480,215191,238022,2218,143515,22450,182,539,1336,7263,86885,772,579415,89451,7840,59516,33484,150250,13202,157628,27800,68764,4835,365136,172505,14736,5912,1606,2179,31,74082,153,1632,427,1598,592,21,367,16,107,74,20,3141
460,KARNATAKA,Brsdtkra,1171185,1371392,881091,3074726,1611541,1877799,3469,223886,153493,231796,9168,28884,1221992,388921,17792,712302,448267,2434385,42142,238918,6851,70194,4906924,108492,19451,1266,56,24,155255,1275,33954,228879,26254,35214,162085,186905,756251,163795,466066,14420,140139,104355,28632,16771,790499,254165,3132592,2687814,426043,186647,689,185833,47033,29677,10782,2639,11237,5018,63013,60696,24954,12336,454466,54967,28749,38510,8637,61541,3142,41622,469,324,5383,168953,382760,34271,206697,5378,416,329,3691,128117,97537,324,32705,4,18029,3906,266925,219434,131180,104906,11378,199941,20908,118183,37675,133007,7176,745,8432,83,224315,171,1053,551,3110,20,92,815,374,32,1037,0,3505
93,HARYANA,Rhsnarh,1644857,321402,1717751,919465,102873,847028,0,512947,128422,24011,0,1497,523641,140678,133339,243182,90929,708669,44366,222721,13010,165852,24718,387594,1444,453,73295,241,6,1942,34524,68414,3458,1257,263308,49889,154320,239351,787209,281343,105083,394239,143461,420,334316,239752,739594,2020132,198567,136211,192,27751,4052,27159,498654,2602,45618,9650,293587,193381,17716,8295,371544,31076,111283,717449,14708,113562,1,3946,2165,461,585,107149,21482,2320,306241,868,8071,1622,1754,160983,210655,295,107601,37106,2256,16359,26250,25348,36968,64112,54550,28251,2922,83380,421121,28304,7545,26719,1955,61,12784,234,962,71,785,24,57,49,397,6,1051,0,3652
240,MAHARASHTRA,Panraang,269442,2019192,2215956,1081235,62813,599432,102421,226282,133286,442113,20636,113529,637038,965950,172910,398951,166870,1691643,40964,151901,58634,1293664,401741,1861,136463,232,158711,16,8,2408,47053,15457,9640,5538,752254,7204,232033,223988,30376,296710,51664,31283,136777,4197,2220231,527323,4058575,749272,457006,132225,1999,103434,29047,24888,147601,4640,279765,868,159001,10012,646,33546,132423,86056,1106994,236075,13295,62700,1,60850,364,1099,2367,511801,138059,5904,132494,143,7885,1995,48735,58277,385611,412,68168,1856,7661,75554,75413,36327,63993,26212,85363,142245,39889,65756,126862,8785,8031,372,1708,1694,9802,226,795,1383,9653,168,485,338,179,988,101,608,3645
221,MADHYA PRADESH,Saglitarg,1649226,597854,944898,917091,1826884,323899,761086,230736,182019,554509,37678,0,813533,24080,146114,196460,334207,1077744,352132,4260,6944,25689,790491,334484,269626,587,610,769,275,621,35781,889871,7585,24945,797053,12073,1187062,261477,184692,135739,156080,3131,36722,17123,3909258,361608,1053126,603807,490422,242561,9788,344403,4325,138889,85234,4252,290702,716,42939,345444,3150,15718,489284,288825,119277,540021,432304,14241,9208,330758,490,8985,993,41830,530978,68134,412656,600,3533,16352,1511,161772,55283,2339,461455,24755,1976,13400,19409,90787,600694,54191,26326,125139,5508,18439,398158,224425,16490,36963,1482,797,59037,36,1037,691,2128,142,380,839,117,697,123,4,449
369,RAJASTHAN,Guorubirdr,878587,297661,1230824,641846,657036,490189,222208,58544,119381,1326,227253,360350,877532,813199,224537,74651,83368,1428937,179546,8641,59577,652585,1435797,81182,3384,10145,1758,130,423,16095,563166,555877,1717,537,1012140,548619,101401,11011,137757,231906,220303,204790,45043,19722,3095271,469701,122391,579206,702119,56926,334,410902,11334,65265,58930,16729,123109,200317,85797,568602,19237,36961,245348,30457,58025,88222,3715,1889,401,14794,15,1916,5189,33735,36584,4739,26625,228,40,4081,7842,218002,168307,871,163507,30264,11884,14675,190818,17322,15370,78407,53501,37313,8273,59431,7378,1486,1170,15707,18894,723,223362,643,1791,26,888,34,21,116,71,980,101,43,2181
18,ARUNACHAL PRADESH,Uubohpae,2142922,228527,3801442,1361801,231016,348640,606473,209314,122399,244948,0,9943,1078046,578678,230092,622676,232015,627726,227671,415664,60314,1096925,1599952,41299,7436,7299,347,280,650,2324,34484,264398,6477,73684,27267,556220,20864,429407,753980,166623,143069,19388,133001,2394,1464926,905539,198190,2651401,338431,285600,548,80543,29950,4887,44397,56329,142564,90351,118091,32473,14408,20032,359193,258364,192338,168031,38606,8456,53,6782,2255,42,1842,58554,94480,151,1409,6407,3667,37027,13967,138805,154376,735,17214,9483,10381,27053,26969,24979,118286,1672,62068,112188,22528,136182,753964,4151,12068,1727,149,464,81877,225,179,3754,1432,147,192,550,13,16,371,74,1071
634,MADHYA PRADESH,Brhwrgna,2604430,3664573,1201754,378324,297998,345774,0,247529,142089,122592,224514,860,111672,143690,93160,416011,306672,30613,27534,3460,65080,276005,1590166,22532,77969,21734,883,85,419,91,9700,164400,22691,29844,47327,128848,897717,77406,331265,420275,175191,68681,14288,26576,922475,931793,1167776,2358128,649904,146951,3769,154667,10634,84650,71930,2306,81500,181743,9210,210579,3584,16894,766246,13823,23295,295478,4298,86652,456,12314,1087,630,4216,775536,156440,46,293496,1423,2676,791,7808,330626,70782,22,455569,91632,1214,68141,12483,156918,153456,23316,51878,211155,3024,117416,382600,112446,26196,4604,11833,7980,10557,553,1683,396,3122,133,30,4718,29,437,8,235,5669
330,KARNATAKA,Bhaogd,2189824,100899,896421,64094,1006762,74380,418181,409671,168749,510426,12846,0,207571,31708,185695,1453142,133527,239941,241294,126725,2896,669818,2692155,164239,1633,671,62174,219,216,4943,9063,250278,14489,19081,506979,43678,492678,423856,1326586,1289915,261373,56623,4534,6839,2676496,10032,2465558,175269,966208,221834,3327,429719,7836,165787,194548,7100,122990,6515,109604,150233,8700,32089,73464,200057,41268,276122,38770,12676,41,28238,861,1068,3248,110348,563,25890,78605,1436,2930,264,5391,340107,587157,471,10992,4340,901,35548,43252,22526,46416,8690,71562,51348,7472,140770,487517,162846,41793,832,2745,906,12516,371,688,1365,158,70,400,786,178,97,12,424,3938
162,MANIPUR,Buberahrr,3605109,355993,1413302,1673349,279949,203651,110659,237374,272751,329808,177571,323598,265842,36070,348728,361368,90096,2217756,182502,230844,74339,587934,1461275,157603,16104,41,620,13127,7,521,2064,61414,43561,3632,113707,94846,585919,201646,122850,127576,220384,61366,52509,13251,1250490,363437,578614,3194110,907809,389568,81494,236338,2117,52263,267407,12018,240000,6429,9503,53511,27920,12051,104428,238474,248487,494717,5373,225433,8,16146,3790,870,3404,33187,226253,16490,2,2446,832,5917,21153,379086,10971,448,371049,9363,10730,34164,2673,34308,202054,48150,37219,136425,79124,69616,151816,81610,1366,1541,719,268,5101,303,590,278,508,1924,584,430,13,238,1448,339,151
269,JHARKHAND,Haigaerora,1620515,2447160,1053281,745407,32280,187288,357285,365712,311536,162532,1141,3773,1318976,241319,288209,662088,178636,2427221,44435,127759,668,99105,15644,365047,27231,1624,128565,363,75,1976,26800,935421,589,540,167100,44021,394521,535756,487934,160548,286982,27930,109985,1910,1805222,139577,79993,1405551,153580,576499,1671,246381,11338,36959,374810,2467,116592,6927,285391,355352,5253,9558,285514,174586,7790,78137,18823,11334,149,19779,461,573,3901,346023,427686,3970,200642,2671,12,930,11823,62758,312584,3468,12942,10993,11607,115976,37498,14039,13804,71965,317444,153150,7912,21726,634133,40334,1719,5532,403,296,19753,822,624,1659,1419,37,184,50,6,124,64,306,683
634,HIMACHAL PRADESH,Hiadmuae,583135,493909,576542,1151297,304396,659977,127312,439,121296,142689,43891,24569,1004315,845664,244518,740043,141118,807890,206555,2488,904,99180,479448,94055,9895,401,225,1159,2169,1670,44721,67260,394,15080,357939,160921,295903,492218,639768,50429,110656,206254,64510,2713,2251325,454572,1695523,1604463,236181,29570,610,9374,2351,108111,31336,1466,241021,7619,29275,196430,549,11101,363441,278461,83450,732304,38179,25293,1831,3507,820,241,9319,102442,226066,837,153847,1407,858,11801,1864,158476,104533,17942,94905,140354,16674,7262,97179,22328,14236,6260,138778,165960,24851,157501,346316,51325,11664,5712,511,24,31613,334,745,1089,3096,177,541,826,10,19,711,102,7190
588,GUJARAT,Veroera,1394364,472292,312734,2089226,1466806,1109156,49912,73276,3809,0,0,285,1128457,590854,295726,281272,73021,158219,84729,29879,77364,328320,1003299,139982,3562,65,617,5989,130,2628,34699,77986,741,18859,35941,4743,287970,162010,230281,21255,139942,77887,18465,1504,1352730,633337,2753744,664875,91131,191339,65,164831,9988,24089,5299,35884,17113,786,1151793,55645,1745,8929,333474,9889,51319,639286,5407,43926,756,11542,39,348,3117,113150,119236,34634,161875,107,530,4676,32856,151629,8994,98,16190,31,6955,31710,7127,230019,963089,69797,70110,136428,12863,167589,172557,3401,3642,2779,874,14,26738,256,2137,78,1876,87,43,18,207,50,58,190,1519
485,MAHARASHTRA,Gaklaatr,2349879,79232,1305017,1671265,1283221,568680,182097,126158,36272,65,429,195527,1318072,168548,318844,1653174,153433,1209282,665053,8782,22159,98874,921250,67545,16528,753,252,22,1853,3287,458527,711455,908,13579,485211,11973,464962,32458,263553,161081,150671,280734,61574,13990,1164737,551253,2631479,972666,610603,13207,14884,300060,881,13424,31274,2222,543081,1546,592723,9318,28804,158,36108,331000,44502,453524,12677,246433,5901,56848,149,524,3735,63553,56388,158184,584312,529,147,924,6881,338562,39376,878,2779,38645,3909,13029,22733,24429,437545,60662,54988,133512,19943,119183,282939,551,45290,21056,360,247,60171,200,1682,1774,3598,249,7,1835,78,485,4,47,267
8,ASSAM,Bmhalgr,667812,232794,322804,753885,462308,881234,148314,192768,273871,382099,13351,186682,26569,655620,251021,391017,545083,966998,681861,150204,91857,265105,376770,2651,478242,233,2831,29,144,251,32712,140841,1540,33853,218546,171292,593394,76469,578512,89047,167148,89170,35653,12777,662932,1182638,1185132,1197615,960780,59234,72290,119791,7487,171611,964,120,89768,26275,48163,247084,19719,14364,610767,364419,58073,559443,22919,39654,14,2231,611,1874,7091,359163,109131,19430,477873,1425,481,33268,15372,219987,2057,7490,25630,41760,675,28318,35972,253954,82813,54653,74535,255509,34913,45961,105059,61604,14391,246,373,72,23172,42,1030,222,1776,506,188,114,107,590,142,4,417
